# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6099289334419
#
# Children      Self  Command          Shared Object             Symbol                                                                                                                                                                           
# ........  ........  ...............  ........................  .................................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c8ed68
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] ttwu_queue_wakelist
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __mod_node_page_state
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]         [k] native_sched_clock
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]         [k] update_rq_clock
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] check_preempt_curr
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf337
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d778e3
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]         [k] smpboot_thread_fn
     0.00%     0.00%  kworker/18:1H-k  [kernel.kallsyms]         [k] __rq_qos_issue
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7fbb4
     0.00%     0.00%  mariadbd         libstdc++.so.6.0.25       [.] 0x000000000008ce84
     0.00%     0.00%  kworker/20:2-mm  [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/26:4     [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] pick_next_entity
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] check_preempt_curr
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c806ff
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] pci_msi_mask_irq
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca5c14
     0.00%     0.00%  sh               [kernel.kallsyms]         [k] do_syscall_64
     0.00%     0.00%  sh               [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000023f08
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d67ede
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d11471
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c44a5c
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]         [k] __switch_to_asm
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]         [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000704557
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cb16fa
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca002e
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]         [k] pwq_dec_nr_in_flight
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN4JOIN26transform_max_min_subqueryEv
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] cpumask_next
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf286
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c83ae3
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]         [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]         [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN13st_select_lex12outer_selectEv
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c4efa1
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d72358
     0.00%     0.00%  kworker/13:3-ev  [kernel.kallsyms]         [k] native_sched_clock
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9dc5c
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf689
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]         [k] update_min_vruntime
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]         [k] asm_common_interrupt
     0.00%     0.00%  kworker/31:1-mm  [kernel.kallsyms]         [k] common_interrupt
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca514c
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] tcp_send_loss_probe
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9ac51
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]         [k] __switch_to
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] set_task_cpu
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]         [k] nvme_map_data
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]         [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                  [.] _Z24setup_semijoin_loosescanP4JOIN
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca5a0d
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000768e5d
     0.00%     0.00%  kworker/5:1-eve  [kernel.kallsyms]         [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]         [k] cpuacct_charge
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] default_send_IPI_single_phys
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x00000000000255b5
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d78ad3
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]         [k] __rdgsbase_inactive
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c89cbe
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000dade58
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d11022
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d4bf92
     0.00%     0.00%  kworker/28:1H    [kernel.kallsyms]         [k] asm_sysvec_call_function
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] crc_76
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ab820a
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN13st_select_lex31pushdown_from_having_into_whereEP3THDP4Item
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d77e86
     0.00%     0.00%  kworker/15:2-ev  [kernel.kallsyms]         [k] __find_get_block
     0.00%     0.00%  kworker/15:2-ev  [kernel.kallsyms]         [k] __getblk_gfp
     0.00%     0.00%  kworker/15:2-ev  [kernel.kallsyms]         [k] __read_extent_tree_block
     0.00%     0.00%  kworker/15:2-ev  [kernel.kallsyms]         [k] ext4_find_extent
     0.00%     0.00%  kworker/19:0     [kernel.kallsyms]         [k] enqueue_task_fair
     0.00%     0.00%  kworker/19:0     [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d71069
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] check_preempt_curr
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca5911
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cb1558
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da1825
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000b9ea5a
     0.00%     0.00%  tclsh8.6         libtcl8.6.so              [.] Tcl_DictObjPut
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccba8a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d778bf
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ce775e
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000aa016e
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ce7b6d
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000a9e02d
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]         [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c8a09a
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN27Item_func_hybrid_field_type8val_realEv
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN7handler13ha_index_nextEPh
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d72692
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d900c5
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] crc_79
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d920c9
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] sched_clock_cpu
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] update_rq_clock
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] load_balance
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] newidle_balance
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] read_tsc
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] __run_hrtimer
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] ktime_get
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]         [k] tick_sched_timer
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7961d
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] tcp_retransmit_skb
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] tcp_retransmit_timer
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN3LEX15select_finalizeEP18st_select_lex_unit
     0.00%     0.00%  kworker/0:6      [kernel.kallsyms]         [k] strnlen
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]         [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]         [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf64b
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d72e5a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca7331
     0.00%     0.00%  kworker/10:0     [kernel.kallsyms]         [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/10:0     [kernel.kallsyms]         [k] check_preempt_curr
     0.00%     0.00%  kworker/9:0      [kernel.kallsyms]         [k] strnlen
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] vmstat_update
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d70346
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da17ba
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d13000
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]         [k] blk_mq_start_request
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cb1574
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] __irq_exit_rcu
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] remove_entity_load_avg
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]         [k] __switch_to
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]         [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c48be0
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ce7ffc
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] mntget
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN12Warning_info11free_memoryEv
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9c8ca
     0.00%     0.00%  kworker/19:1H-k  [kernel.kallsyms]         [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]         [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/10:0     [kernel.kallsyms]         [k] kfree
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] nvme_cleanup_cmd
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x00000000006b8772
     0.00%     0.00%  kworker/3:1-eve  [kernel.kallsyms]         [k] __bitmap_andnot
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c80825
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c3053b
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] rb_next
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] touch_atime
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c39e22
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000025f27
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]         [k] mem_cgroup_charge
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cacf2d
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c83332
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]         [k] blk_mq_start_request
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]         [k] wq_worker_sleeping
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] rw_verify_area
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN9Item_nullD0Ev
     0.00%     0.00%  mariadbd         mariadbd                  [.] _Z24mysql_unlock_some_tablesP3THDPP5TABLEjj
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf599
     0.00%     0.00%  tclsh8.6         libtcl8.6.so              [.] InvokeImportedNRCmd
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ccf32c
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN3THD13end_statementEv
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d33ce0
