# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.13%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.13%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] irqentry_exit_to_user_mode
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] do_huge_pmd_numa_page
     0.13%     0.12%  redis-server     [kernel.kallsyms]      [k] page_counter_try_charge
     0.12%     0.00%  redis-server     [kernel.kallsyms]      [k] skb_queue_tail
     0.12%     0.12%  redis-server     [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.12%     0.04%  redis-server     [kernel.kallsyms]      [k] __count_memcg_events
     0.12%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] clear_page_erms
     0.12%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_do_activate
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]      [k] ptep_clear_flush
     0.12%     0.12%  redis-server     [kernel.kallsyms]      [k] xas_load
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.12%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmap_walk
     0.12%     0.01%  redis-server     [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.12%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.11%     0.00%  kcompactd1       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.11%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] uncharge_page
     0.11%     0.02%  redis-server     [kernel.kallsyms]      [k] enqueue_task_fair
     0.11%     0.11%  kcompactd1       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.11%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ksize
     0.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.11%     0.02%  redis-server     [kernel.kallsyms]      [k] psi_task_change
     0.11%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.11%     0.00%  redis-server     [kernel.kallsyms]      [k] rw_verify_area
     0.11%     0.01%  swapper          [kernel.kallsyms]      [k] enqueue_task
     0.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_anon
     0.11%     0.01%  redis-server     [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.11%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] ep_done_scan
     0.11%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.11%     0.10%  redis-server     [kernel.kallsyms]      [k] mutex_lock
     0.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] zram_rw_page
     0.11%     0.10%  redis-server     [kernel.kallsyms]      [k] __next_zones_zonelist
     0.11%     0.00%  redis-server     [kernel.kallsyms]      [k] __fdget_pos
     0.10%     0.01%  swapper          [kernel.kallsyms]      [k] psi_task_switch
     0.10%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.10%     0.10%  redis-server     redis-check-rdb        [.] stringObjectLen
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __check_heap_object
     0.10%     0.10%  redis-server     [kernel.kallsyms]      [k] __fget_files
     0.10%     0.05%  redis-server     [kernel.kallsyms]      [k] sock_poll
     0.10%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.10%     0.01%  redis-server     [kernel.kallsyms]      [k] security_file_permission
     0.10%     0.10%  redis-server     [kernel.kallsyms]      [k] down_read_trylock
     0.09%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_cpu_partial
     0.09%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] free_pcp_prepare
     0.09%     0.09%  swapper          [kernel.kallsyms]      [k] psi_group_change
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.09%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] _copy_to_iter
     0.09%     0.05%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_interrupt
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] __put_page
     0.09%     0.09%  redis-server     [kernel.kallsyms]      [k] __zone_watermark_ok
     0.09%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] rcu_all_qs
     0.09%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_referenced_one
     0.09%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_8
     0.09%     0.02%  redis-server     [kernel.kallsyms]      [k] enqueue_entity
     0.09%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_stop_tick
     0.09%     0.01%  redis-server     [kernel.kallsyms]      [k] put_cpu_partial
     0.09%     0.02%  redis-server     [kernel.kallsyms]      [k] __entry_text_start
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] __check_heap_object
     0.09%     0.00%  kswapd0          [kernel.kallsyms]      [k] crypto_comp_compress
     0.09%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.09%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzorle_compress
     0.09%     0.00%  kswapd0          [kernel.kallsyms]      [k] zcomp_compress
     0.09%     0.02%  redis-server     [kernel.kallsyms]      [k] zram_slot_free_notify
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_swap_cache
     0.08%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __unfreeze_partials
     0.08%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] psi_group_change
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] pagecache_get_page
     0.08%     0.08%  memtier_benchma  libc.so.6              [.] readv
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.08%     0.08%  memtier_benchma  libc.so.6              [.] writev
     0.08%     0.06%  redis-server     [kernel.kallsyms]      [k] apparmor_file_permission
     0.08%     0.02%  redis-server     [kernel.kallsyms]      [k] __unfreeze_partials
     0.08%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_iter
     0.08%     0.02%  swapper          [kernel.kallsyms]      [k] enqueue_task_fair
     0.08%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_slab
     0.08%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] psi_task_switch
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_timer
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] free_unref_page
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] migrate_page_states
     0.07%     0.07%  memtier_benchma  libc.so.6              [.] ioctl
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] clear_shadow_from_swap_cache
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] _find_next_bit
     0.07%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.07%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_interrupt
     0.07%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] rmqueue_bulk
     0.07%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] discard_slab
     0.07%     0.00%  swapper          [kernel.kallsyms]      [k] irq_exit_rcu
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] update_process_times
     0.07%     0.01%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.07%     0.02%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_exit
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_handle
     0.07%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __free_slab
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] pageout
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] skb_set_owner_w
     0.07%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.07%     0.03%  redis-server     [kernel.kallsyms]      [k] numa_migrate_prep
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] __virt_addr_valid
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_writepage
     0.07%     0.01%  redis-server     [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_writepage
     0.07%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.07%     0.00%  swapper          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.07%     0.06%  redis-server     [kernel.kallsyms]      [k] copy_page_from_iter
     0.07%     0.07%  kswapd0          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.06%     0.01%  redis-server     [kernel.kallsyms]      [k] zram_free_page
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_misplaced_dst_page
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.06%     0.00%  kcompactd1       [kernel.kallsyms]      [k] move_to_new_page
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] discard_slab
     0.06%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] aa_file_perm
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] run_rebalance_domains
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_find
     0.06%     0.00%  kcompactd1       [kernel.kallsyms]      [k] compaction_alloc
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_timer
     0.06%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_page
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __free_pages
     0.06%     0.01%  swapper          [kernel.kallsyms]      [k] enqueue_entity
     0.06%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_active_list
     0.06%     0.06%  redis-server     [kernel.kallsyms]      [k] up_read
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_misplaced_dst_page_thp
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] __free_slab
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_process_times
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_handle
     0.06%     0.03%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.06%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.06%     0.00%  kswapd0          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.06%     0.03%  redis-server     [kernel.kallsyms]      [k] update_load_avg
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] scheduler_tick
     0.06%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] psi_group_change
     0.05%     0.05%  redis-server     [kernel.kallsyms]      [k] unix_poll
     0.05%     0.04%  redis-server     [kernel.kallsyms]      [k] zs_free
     0.05%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_fair
     0.05%     0.02%  redis-server     [kernel.kallsyms]      [k] free_pcppages_bulk
     0.05%     0.05%  kswapd0          [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.05%     0.00%  swapper          [kernel.kallsyms]      [k] quiet_vmstat
     0.05%     0.01%  redis-server     [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.05%     0.02%  redis-server     [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.05%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_getpeersec_dgram
     0.05%     0.01%  redis-server     [kernel.kallsyms]      [k] __secure_computing
     0.05%     0.05%  memtier_benchma  libc.so.6              [.] epoll_wait
     0.05%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] fsnotify_perm.part.0
     0.05%     0.03%  redis-server     [kernel.kallsyms]      [k] select_task_rq_fair
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.05%     0.05%  redis-server     [kernel.kallsyms]      [k] lookup_swap_cgroup_id
     0.05%     0.05%  redis-server     [kernel.kallsyms]      [k] __ksize
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_uncharge
     0.05%     0.02%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.05%     0.05%  redis-server     [kernel.kallsyms]      [k] available_idle_cpu
     0.05%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_getpeersec_dgram
     0.05%     0.04%  kswapd0          [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.05%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] newidle_balance
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] uncharge_batch
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] crypto_comp_compress
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] lzorle_compress
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_compress
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.05%     0.00%  swapper          [kernel.kallsyms]      [k] leave_mm
     0.05%     0.03%  redis-server     [kernel.kallsyms]      [k] __lock_text_start
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_uncharge_swap
     0.04%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] sugov_update_single_freq
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] rebalance_domains
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.04%     0.02%  redis-server     [kernel.kallsyms]      [k] __build_skb_around
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.04%     0.02%  redis-server     [kernel.kallsyms]      [k] drain_obj_stock
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] zs_map_object
     0.04%     0.01%  redis-server     [kernel.kallsyms]      [k] mpol_misplaced
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] wait_for_unix_gc
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] shrink_active_list
     0.04%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] scheduler_tick
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.04%     0.03%  redis-server     [kernel.kallsyms]      [k] __cond_resched
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] load_new_mm_cr3
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] find_vma
     0.04%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] vmacache_find
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] __submit_bio
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] submit_bio
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] submit_bio_noacct
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_migrate
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] zram_submit_bio
     0.04%     0.04%  redis-server     libc.so.6              [.] read
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __lock_text_start
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] __free_pages
     0.04%     0.03%  redis-server     [kernel.kallsyms]      [k] __seccomp_filter
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] add_to_swap
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] page_counter_charge
     0.03%     0.03%  kcompactd1       [kernel.kallsyms]      [k] copy_page
     0.03%     0.00%  redis-server     [kernel.kallsyms]      [k] task_tick_fair
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.03%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_cache_add
