# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 49246729955078
#
# Children      Self  Command          Shared Object          Symbol                                                   
# ........  ........  ...............  .....................  .........................................................
#
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] copy_page_from_iter
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_stop_tick
     0.09%     0.04%  redis-server     [kernel.kallsyms]      [k] update_load_avg
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_timer
     0.09%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_slab
     0.09%     0.01%  redis-server     [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.09%     0.09%  redis-server     [kernel.kallsyms]      [k] propagate_protected_usage
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] irq_exit_rcu
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] __virt_addr_valid
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] update_process_times
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_handle
     0.08%     0.06%  redis-server     [kernel.kallsyms]      [k] error_entry
     0.08%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.08%     0.00%  swapper          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_lruvec
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] find_vma
     0.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] evict_pages
     0.08%     0.04%  redis-server     [kernel.kallsyms]      [k] sock_poll
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] balance_pgdat
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] kswapd
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] kthread
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] ret_from_fork
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] skb_set_owner_w
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] vmacache_find
     0.08%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] aa_file_perm
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_timer
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_free
     0.07%     0.01%  redis-server     [kernel.kallsyms]      [k] __secure_computing
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] __ptep_modify_prot_start
     0.07%     0.00%  swapper          [kernel.kallsyms]      [k] run_rebalance_domains
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] __next_zones_zonelist
     0.07%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_process_times
     0.07%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] wait_for_unix_gc
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_entry_free
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] free_swap_slot
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] swapcache_free_entries
     0.07%     0.01%  redis-server     [kernel.kallsyms]      [k] put_cpu_partial
     0.07%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_handle
     0.07%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_lruvec
     0.07%     0.04%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.07%     0.00%  kswapd0          [kernel.kallsyms]      [k] evict_pages
     0.07%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_cpu_partial
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] scheduler_tick
     0.07%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] psi_group_change
     0.07%     0.04%  redis-server     [kernel.kallsyms]      [k] __count_memcg_events
     0.07%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_page_list
     0.06%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_getpeersec_dgram
     0.06%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.06%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.06%     0.01%  redis-server     [kernel.kallsyms]      [k] __unfreeze_partials
     0.06%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] fsnotify_perm.part.0
     0.06%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] sugov_update_single_freq
     0.06%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_exit
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] quiet_vmstat
     0.06%     0.06%  redis-server     [kernel.kallsyms]      [k] task_numa_fault
     0.06%     0.06%  memtier_benchma  libc.so.6              [.] epoll_wait
     0.06%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.06%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] rmqueue_bulk
     0.06%     0.06%  redis-server     libc.so.6              [.] read
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.06%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __count_memcg_events
     0.06%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __unfreeze_partials
     0.06%     0.06%  redis-server     [kernel.kallsyms]      [k] __zone_watermark_ok
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.06%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_getpeersec_dgram
     0.05%     0.01%  swapper          [kernel.kallsyms]      [k] rebalance_domains
     0.05%     0.03%  redis-server     [kernel.kallsyms]      [k] select_task_rq_fair
     0.05%     0.04%  redis-server     [kernel.kallsyms]      [k] __seccomp_filter
     0.05%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_page_list
     0.05%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] scheduler_tick
     0.05%     0.04%  redis-server     [kernel.kallsyms]      [k] __lock_text_start
     0.05%     0.02%  redis-server     [kernel.kallsyms]      [k] __build_skb_around
     0.05%     0.04%  redis-server     [kernel.kallsyms]      [k] __cond_resched
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_range_free
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] discard_slab
     0.05%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] arch_local_irq_enable
     0.05%     0.01%  redis-server     [kernel.kallsyms]      [k] free_unref_page
     0.05%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __lock_text_start
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] __free_slab
     0.05%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_unlink
     0.05%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] discard_slab
     0.05%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.05%     0.00%  swapper          [kernel.kallsyms]      [k] leave_mm
     0.05%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.05%     0.01%  redis-server     [kernel.kallsyms]      [k] task_tick_fair
     0.05%     0.04%  redis-server     [kernel.kallsyms]      [k] __ksize
     0.05%     0.05%  redis-server     [kernel.kallsyms]      [k] available_idle_cpu
     0.05%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __free_slab
     0.05%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.04%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] irq_exit_rcu
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] charge_memcg
     0.04%     0.03%  redis-server     [kernel.kallsyms]      [k] mpol_misplaced
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] put_page
     0.04%     0.04%  swapper          [kernel.kallsyms]      [k] load_new_mm_cr3
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] load_balance
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] unix_poll
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] move_to_new_page
     0.04%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] should_failslab
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_page
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] down_read_trylock
     0.04%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __free_pages
     0.04%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] switch_fpu_return
     0.04%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __softirqentry_text_start
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] security_file_ioctl
     0.04%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] maybe_add_creds
     0.04%     0.04%  redis-server     [kernel.kallsyms]      [k] up_read
     0.04%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_fair
     0.04%     0.01%  redis-server     [kernel.kallsyms]      [k] ksize
     0.04%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.04%     0.00%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.04%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_group
     0.04%     0.00%  redis-server     [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] arch_local_irq_enable
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] xas_load
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.03%     0.01%  redis-server     [kernel.kallsyms]      [k] security_socket_sendmsg
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] fput
     0.03%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] memcg_alloc_page_obj_cgroups
     0.03%     0.02%  redis-server     [kernel.kallsyms]      [k] rcu_all_qs
     0.03%     0.01%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_from_idle
     0.03%     0.01%  redis-server     [kernel.kallsyms]      [k] free_pcppages_bulk
     0.03%     0.00%  redis-server     [kernel.kallsyms]      [k] __put_page
     0.03%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_driver_fast_switch
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] _copy_from_iter
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.03%     0.03%  redis-server     libc.so.6              [.] write
     0.03%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] intel_cpufreq_fast_switch
     0.03%     0.02%  redis-server     [kernel.kallsyms]      [k] update_cfs_group
     0.03%     0.01%  redis-server     [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.03%     0.00%  redis-server     [kernel.kallsyms]      [k] __free_pages
     0.03%     0.02%  redis-server     [kernel.kallsyms]      [k] aa_sk_perm
     0.03%     0.02%  redis-server     [kernel.kallsyms]      [k] drain_obj_stock
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] scm_recv.constprop.0
     0.03%     0.01%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.03%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] run_rebalance_domains
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] find_busiest_group
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_from_task
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.03%     0.02%  redis-server     [kernel.kallsyms]      [k] kmalloc_slab
     0.03%     0.03%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_restart
     0.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __update_load_avg_se
     0.03%     0.03%  redis-server     [kernel.kallsyms]      [k] __irqentry_text_end
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] tick_program_event
     0.03%     0.02%  swapper          [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.03%     0.02%  swapper          [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.03%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] newidle_balance
     0.03%     0.00%  swapper          [kernel.kallsyms]      [k] sched_ttwu_pending
     0.03%     0.00%  redis-server     [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] save_fpregs_to_fpstate
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] arch_local_save_flags
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] zram_slot_free_notify
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] scheduler_tick
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_do_activate
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] clockevents_program_event
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] check_stack_object
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_swap_cache
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_pages_vma
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] clear_shadow_from_swap_cache
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] maybe_add_creds
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] pagecache_get_page
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] security_socket_recvmsg
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] rmap_walk
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __switch_to
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_misplaced_dst_page
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] copy_page
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] vm_normal_page
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] sugov_update_single_freq
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] populate_seccomp_data
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] aa_file_perm
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] update_curr
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] update_rq_clock
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] enqueue_task
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] pmd_val
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] check_preempt_curr
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_idle_exit
     0.02%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_find
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_idle
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] pageout
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_pid
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] rmap_walk_anon
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] perf_event_task_tick
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] set_task_cpu
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __mod_zone_page_state
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_writepage
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.02%     0.02%  redis-server     [kernel.kallsyms]      [k] fsnotify_perm.part.0
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_writepage
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] get_partial_node.part.0
     0.02%     0.01%  redis-server     [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_tick_fair
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] perf_event_task_tick
     0.02%     0.00%  redis-server     [kernel.kallsyms]      [k] zram_free_page
