# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25143269676548
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.17%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_4
     0.16%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] get_page_from_freelist
     0.16%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] __ksize
     0.16%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_select
     0.16%     0.11%  redis-server     [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     0.16%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] aa_sk_perm
     0.16%     0.01%  redis-server     [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.16%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] __cond_resched
     0.15%     0.15%  redis-server     [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.15%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] check_stack_object
     0.15%     0.15%  redis-server     [kernel.kallsyms]      [k] page_counter_try_charge
     0.15%     0.08%  swapper          [kernel.kallsyms]      [k] menu_select
     0.15%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_user
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] add_to_swap
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_compress
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] lzorle_compress
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] crypto_comp_compress
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.15%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_recvmsg
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_unmap
     0.15%     0.15%  redis-server     [kernel.kallsyms]      [k] propagate_protected_usage
     0.15%     0.02%  redis-server     [kernel.kallsyms]      [k] psi_task_change
     0.15%     0.01%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_from_idle
     0.15%     0.01%  redis-server     [kernel.kallsyms]      [k] refill_stock
     0.15%     0.11%  redis-server     [kernel.kallsyms]      [k] prep_compound_page
     0.14%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] skb_set_owner_w
     0.14%     0.02%  redis-server     [kernel.kallsyms]      [k] skb_unlink
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_range_free
     0.14%     0.00%  kswapd1          [kernel.kallsyms]      [k] kswapd
     0.14%     0.00%  kswapd1          [kernel.kallsyms]      [k] kthread
     0.14%     0.00%  kswapd1          [kernel.kallsyms]      [k] ret_from_fork
     0.14%     0.00%  kswapd1          [kernel.kallsyms]      [k] balance_pgdat
     0.14%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_node
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_uncharge
     0.14%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.14%     0.08%  redis-server     [kernel.kallsyms]      [k] numa_migrate_prep
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] uncharge_batch
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] drain_stock
     0.13%     0.03%  kworker/u98:2-f  [kernel.kallsyms]      [k] shrink_page_list
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] arch_tlbbatch_flush
     0.13%     0.00%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.13%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     0.13%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_lruvec
     0.13%     0.00%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.13%     0.12%  redis-server     [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.12%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.12%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.12%     0.12%  redis-server     [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.12%     0.02%  redis-server     [kernel.kallsyms]      [k] __fget_light
     0.12%     0.10%  redis-server     [kernel.kallsyms]      [k] kernel_init_free_pages.part.0
     0.12%     0.02%  redis-server     [kernel.kallsyms]      [k] enqueue_task_fair
     0.12%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_page_list
     0.12%     0.11%  redis-server     [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.12%     0.11%  redis-server     [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.12%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] uncharge_page
     0.11%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.11%  redis-server     [kernel.kallsyms]      [k] mutex_lock
     0.11%     0.01%  redis-server     [kernel.kallsyms]      [k] get_swap_page
     0.11%     0.01%  swapper          [kernel.kallsyms]      [k] sched_ttwu_pending
     0.11%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.11%     0.02%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.11%     0.11%  redis-server     [kernel.kallsyms]      [k] down_read_trylock
     0.11%     0.11%  redis-server     [kernel.kallsyms]      [k] psi_group_change
     0.11%     0.00%  redis-server     [kernel.kallsyms]      [k] rw_verify_area
     0.11%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ksize
     0.11%     0.00%  redis-server     [kernel.kallsyms]      [k] skb_queue_tail
     0.11%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.11%     0.01%  redis-server     [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.11%     0.08%  redis-server     [kernel.kallsyms]      [k] error_entry
     0.11%     0.01%  redis-server     [kernel.kallsyms]      [k] free_unref_page
     0.11%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.11%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __check_heap_object
     0.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     0.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] arch_tlbbatch_flush
     0.10%     0.00%  redis-server     [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.10%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_migrate
     0.10%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.10%     0.00%  kswapd0          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.10%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] page_referenced
     0.10%     0.00%  redis-server     [kernel.kallsyms]      [k] __fdget_pos
     0.10%     0.10%  redis-server     [kernel.kallsyms]      [k] __fget_files
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] free_pcp_prepare
     0.10%     0.10%  kswapd0          [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.10%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_do_activate
     0.10%     0.04%  redis-server     [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.10%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.10%     0.01%  redis-server     [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.10%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pageout
     0.10%     0.01%  redis-server     [kernel.kallsyms]      [k] security_file_permission
     0.10%     0.05%  redis-server     [kernel.kallsyms]      [k] free_pcppages_bulk
     0.10%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] rmap_walk
     0.10%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] psi_task_switch
     0.10%     0.03%  redis-server     [kernel.kallsyms]      [k] enqueue_entity
     0.10%     0.02%  redis-server     [kernel.kallsyms]      [k] zram_slot_free_notify
     0.10%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] ep_done_scan
     0.09%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] swap_writepage
     0.09%     0.01%  swapper          [kernel.kallsyms]      [k] psi_task_switch
     0.09%     0.04%  redis-server     [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.09%     0.04%  redis-server     [kernel.kallsyms]      [k] sock_poll
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] enqueue_task
     0.09%     0.02%  redis-server     [kernel.kallsyms]      [k] __entry_text_start
     0.09%     0.09%  redis-server     [kernel.kallsyms]      [k] _find_next_bit
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.09%     0.09%  swapper          [kernel.kallsyms]      [k] psi_group_change
     0.09%     0.03%  redis-server     [kernel.kallsyms]      [k] try_to_unmap_one
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_interrupt
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] __next_zones_zonelist
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] page_counter_charge
     0.09%     0.08%  redis-server     [kernel.kallsyms]      [k] _copy_to_iter
     0.09%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_iter
     0.09%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_stop_tick
     0.09%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __swap_writepage
     0.09%     0.09%  memtier_benchma  libc.so.6              [.] writev
     0.09%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] bdev_write_page
     0.09%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_try_charge_swap
     0.09%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] rmap_walk_anon
     0.09%     0.00%  kswapd0          [kernel.kallsyms]      [k] pageout
     0.09%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.08%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_8
     0.08%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.08%     0.08%  memtier_benchma  libc.so.6              [.] readv
     0.08%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] clear_page_erms
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_writepage
     0.08%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] rcu_all_qs
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] find_vma
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] __zone_watermark_ok
     0.08%     0.05%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] __ptep_modify_prot_start
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] sysvec_call_function_single
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_writepage
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zram_rw_page
     0.08%     0.06%  redis-server     [kernel.kallsyms]      [k] apparmor_file_permission
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] up_read
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] __check_heap_object
     0.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rmap_walk
     0.08%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.08%     0.00%  redis-server     [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.08%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] psi_group_change
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]      [k] compact_zone
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]      [k] kcompactd
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]      [k] kthread
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]      [k] ret_from_fork
     0.08%     0.08%  redis-server     [kernel.kallsyms]      [k] vmacache_find
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] zram_free_page
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]      [k] proactive_compact_node
     0.08%     0.08%  memtier_benchma  libc.so.6              [.] ioctl
     0.08%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_interrupt
     0.08%     0.02%  redis-server     [kernel.kallsyms]      [k] try_to_migrate_one
     0.08%     0.01%  redis-server     [kernel.kallsyms]      [k] charge_memcg
     0.08%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.07%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_cpu_partial
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] xas_load
     0.07%     0.00%  kswapd0          [kernel.kallsyms]      [k] zram_rw_page
     0.07%     0.00%  kcompactd1       [kernel.kallsyms]      [k] migrate_pages
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_timer
     0.07%     0.01%  redis-server     [kernel.kallsyms]      [k] page_referenced_one
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.07%     0.01%  redis-server     [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] __mod_lruvec_state
     0.07%     0.02%  redis-server     [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] update_process_times
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] task_numa_fault
     0.07%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_slab
     0.07%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] rmap_walk_anon
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_sched_handle
     0.07%     0.02%  kworker/u98:2-f  [kernel.kallsyms]      [k] move_pages_to_lru
     0.07%     0.07%  redis-server     [kernel.kallsyms]      [k] __virt_addr_valid
     0.07%     0.06%  redis-server     [kernel.kallsyms]      [k] copy_page_from_iter
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kthread
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ret_from_fork
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_zone
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd
     0.07%     0.02%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_exit
     0.07%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_swap_cache
     0.07%     0.00%  kcompactd0       [kernel.kallsyms]      [k] proactive_compact_node
     0.07%     0.00%  redis-server     [kernel.kallsyms]      [k] __remove_mapping
     0.07%     0.01%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.07%     0.01%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.07%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __unfreeze_partials
     0.07%     0.06%  redis-server     [kernel.kallsyms]      [k] skb_set_owner_w
     0.06%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_pages
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] irq_exit_rcu
     0.06%     0.01%  redis-server     [kernel.kallsyms]      [k] lru_cache_add
     0.06%     0.03%  redis-server     [kernel.kallsyms]      [k] update_load_avg
     0.06%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] aa_file_perm
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] pagecache_get_page
     0.06%     0.06%  redis-server     [kernel.kallsyms]      [k] zs_map_object
     0.06%     0.01%  kworker/u98:2-f  [kernel.kallsyms]      [k] page_referenced_one
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_uncharge_swap
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_timer
     0.06%     0.04%  redis-server     [kernel.kallsyms]      [k] zs_free
     0.06%     0.04%  redis-server     [kernel.kallsyms]      [k] mpol_misplaced
     0.06%     0.00%  redis-server     [kernel.kallsyms]      [k] shrink_active_list
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_process_times
     0.06%     0.00%  swapper          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.06%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_handle
     0.06%     0.01%  swapper          [kernel.kallsyms]      [k] enqueue_task_fair
     0.06%     0.03%  redis-server     [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.06%     0.02%  redis-server     [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.06%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] rmqueue_bulk
     0.06%     0.03%  redis-server     [kernel.kallsyms]      [k] __pagevec_lru_add
     0.06%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_fair
