# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 343K of event 'cycles'
# Event count (approx.): 24922430201920
#
# Children      Self  Command          Shared Object      Symbol                                         
# ........  ........  ...............  .................  ...............................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __device_attach
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __device_attach_driver
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __driver_probe_device
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __vmalloc_node
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] __vmalloc_node_range
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] bus_for_each_drv
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] bus_probe_device
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] device_add
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] device_initial_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] driver_probe_device
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] hid_add_device
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] hid_device_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] hid_generic_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] hid_open_report
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] hub_event
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] really_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usb_generic_driver_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usb_new_device.cold
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usb_probe_device
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usb_probe_interface
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usb_set_configuration
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] usbhid_probe
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] vzalloc
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] get_unused_fd_flags
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] drm_fbdev_use_iomem.isra.0
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] bit_cursor
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] fb_flashcursor
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] soft_cursor
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pmd_val
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  in:imklog        [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] check_tsc_unstable
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] show_stat
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __d_lookup_rcu
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]  [k] filename_lookup
     0.00%     0.00%  top              [kernel.kallsyms]  [k] lookup_fast
     0.00%     0.00%  top              [kernel.kallsyms]  [k] path_lookupat
     0.00%     0.00%  top              [kernel.kallsyms]  [k] user_path_at_empty
     0.00%     0.00%  top              [kernel.kallsyms]  [k] vfs_statx
     0.00%     0.00%  top              [kernel.kallsyms]  [k] walk_component
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] deactivate_task
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] _find_first_bit
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] get_next_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_active
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] numa_migrate_prep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] read_tsc
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __lookup_mnt
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cr4_update_irqsoff
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] reweight_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] isolate_lru_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] lock_page_lruvec_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __x64_sys_getpid
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __cgroup_throttle_swaprate
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] call_rcu
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] memcpy_erms
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] core_get_val
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] cpu_stop_queue_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] stop_one_cpu_nowait
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] wake_up_q
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] watchdog_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] make_kuid
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] llist_add_batch
     0.00%     0.00%  top              [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __alloc_file
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __x64_sys_openat
     0.00%     0.00%  top              [kernel.kallsyms]  [k] alloc_empty_file
     0.00%     0.00%  top              [kernel.kallsyms]  [k] do_filp_open
     0.00%     0.00%  top              [kernel.kallsyms]  [k] do_sys_openat2
     0.00%     0.00%  top              [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  top              [kernel.kallsyms]  [k] path_openat
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] vsnprintf
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] seq_printf
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] perf_swevent_start
     0.00%     0.00%  memtier_benchma  libc.so.6          [.] 0x00000000000a6225
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_remove_rmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] up_read
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] link_path_walk.part.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] lookup_fast
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] vfs_statx
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] walk_component
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] rcu_gp_cleanup
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] mempolicy_slab_node
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __mmdrop
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] detach_if_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] drm_fbdev_use_iomem.isra.0
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] bit_cursor
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] fb_flashcursor
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] soft_cursor
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] copy_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] migrate_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] move_to_new_page
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] flush_memcg_stats_dwork
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] worker_enter_idle
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] file_free_rcu
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] rcu_core
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/43     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] number
     0.00%     0.00%  irqbalance       [kernel.kallsyms]  [k] vsnprintf
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __do_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] do_page_cache_ra
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] filemap_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] profile_tick
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] fput
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_poll
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] xas_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_da_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] generic_perform_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pagecache_get_page
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] lockref_put_return
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] dequeue_task_rt
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __x64_sys_clock_nanosleep
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] common_nsleep
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] do_nanosleep
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] hrtimer_nanosleep
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] tick_check_oneshot_broadcast_this_cpu
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/6:1H-kb  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] insert_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] irq_work_run_list
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] raw_notifier_call_chain
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __device_attach
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __device_attach_driver
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __driver_probe_device
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __vmalloc_node
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] __vmalloc_node_range
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] bus_for_each_drv
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] bus_probe_device
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] device_add
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] device_initial_probe
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] driver_probe_device
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] hid_add_device
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] hub_event
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] really_probe
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usb_generic_driver_probe
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usb_new_device.cold
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usb_probe_device
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usb_probe_interface
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usb_set_configuration
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] usbhid_probe
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] vzalloc
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pfn_pte
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] hrtick_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] smp_call_function_single_async
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] housekeeping_cpumask
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] kthread_is_per_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] is_cpu_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] perf_iterate_sb
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] timerqueue_del
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_mmap_fault
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __do_fault
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rcu_segcblist_accelerate
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] intel_cpufreq_update_pstate
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] fd_install
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] raise_softirq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sugov_iowait_boost
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] check_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rmap_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] rmap_walk_anon
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] try_to_migrate
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] try_to_migrate_one
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] do_futex
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] futex_wake
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] wake_up_q
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_unref_page_list
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] release_pages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] tlb_finish_mmu
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] arch_local_irq_disable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] try_to_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] try_to_migrate_one
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] unmap_page_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] unmap_single_vma
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] unmap_vmas
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] policy_node
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] page_counter_cancel
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] __mem_cgroup_uncharge_swap
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] __swap_entry_free
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] free_swap_slot
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] page_counter_uncharge
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] swap_free
     0.00%     0.00%  snapd            [kernel.kallsyms]  [k] swapcache_free_entries
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __smp_call_single_queue
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] native_send_call_func_single_ipi
